CDS,County Code,District Code,School Code,SARCYear,SELA_Y1,SELA_Y2,DELA_Y1,DELA_Y2,STELA_Y1,STELA_Y2,SMATH_Y1,SMATH_Y2,DMATH_Y1,DMATH_Y2,STMATH_Y1,STMATH_Y2
01611920108670,01,61192,0108670,2017-18,84,78,37,38,48,50,58,49,24,26,37,38
18750360121657,18,75036,0121657,2017-18,43,43,33,36,48,50,17,23,15,20,37,38
23655736025134,23,65573,6025134,2017-18,41,35,41,35,48,50,7,9,7,9,37,38
57726786066245,57,72678,6066245,2017-18,73,73,69,70,48,50,69,68,64,66,37,38
19647330124024,19,64733,0124024,2017-18,16,19,40,43,48,50,4,6,30,32,37,38
34765056033484,34,76505,6033484,2017-18,35,53,32,36,48,50,41,51,25,27,37,38
19647250114603,19,64725,0114603,2017-18,34,41,48,51,48,50,36,38,38,43,37,38
37680236038004,37,68023,6038004,2017-18,55,57,62,65,48,50,48,42,49,51,37,38
30664566027577,30,66456,6027577,2017-18,33,32,41,44,48,50,28,27,37,37,37,38
49709536052278,49,70953,6052278,2017-18,34,38,41,42,48,50,35,39,25,29,37,38
19647336057988,19,64733,6057988,2017-18,45,44,40,43,48,50,34,36,30,32,37,38
19642121931641,19,64212,1931641,2017-18,10,24,64,66,48,50,1,5,53,54,37,38
34674476097810,34,67447,6097810,2017-18,45,43,44,45,48,50,35,37,33,34,37,38
19647336018758,19,64733,6018758,2017-18,22,30,40,43,48,50,19,27,30,32,37,38
54755236107379,54,75523,6107379,2017-18,32,34,39,44,48,50,24,27,23,27,37,38
16639906110233,16,63990,6110233,2017-18,54,53,58,60,48,50,41,39,45,45,37,38
07618046005110,07,61804,6005110,2017-18,78,78,81,82,48,50,70,67,77,77,37,38
19647336017602,19,64733,6017602,2017-18,31,37,40,43,48,50,27,30,30,32,37,38
19647331931336,19,64733,1931336,2017-18,11,23,40,43,48,50,0,0,30,32,37,38
37684116120968,37,68411,6120968,2017-18,71,73,53,52,48,50,52,56,32,33,37,38
37683386096598,37,68338,6096598,2017-18,66,71,53,55,48,50,60,65,43,45,37,38
01612426118525,01,61242,6118525,2017-18,66,71,49,51,48,50,65,68,39,40,37,38
19646426105969,19,64642,6105969,2017-18,30,31,32,33,48,50,21,22,21,25,37,38
15636856009880,15,63685,6009880,2017-18,56,53,46,43,48,50,45,45,34,34,37,38
37683386039523,37,68338,6039523,2017-18,34,36,53,55,48,50,33,33,43,45,37,38
37683383734431,37,68338,3734431,2017-18,56,63,53,55,48,50,21,26,43,45,37,38
30665556028906,30,66555,6028906,2017-18,77,86,82,82,48,50,74,78,72,74,37,38
15636770114512,15,63677,0114512,2017-18,44,45,23,24,48,50,14,14,11,12,37,38
41689406044077,41,68940,6044077,2017-18,50,52,45,40,48,50,35,43,27,22,37,38
10622656006878,10,62265,6006878,2017-18,33,34,47,49,48,50,28,33,32,36,37,38
49738824930384,49,73882,4930384,2017-18,98,91,45,49,48,50,86,80,31,32,37,38
19646346014476,19,64634,6014476,2017-18,39,34,32,34,48,50,26,24,20,21,37,38
50710430129106,50,71043,0129106,2017-18,40,58,38,42,48,50,28,37,21,25,37,38
33670586116636,33,67058,6116636,2017-18,27,40,49,48,48,50,21,33,35,35,37,38
30736356068639,30,73635,6068639,2017-18,53,55,64,65,48,50,48,48,51,52,37,38
19647336016554,19,64733,6016554,2017-18,32,39,40,43,48,50,31,32,30,32,37,38
19647336019293,19,64733,6019293,2017-18,24,23,40,43,48,50,19,14,30,32,37,38
19643370131573,19,64337,0131573,2017-18,74,75,61,63,48,50,26,26,46,50,37,38
19650456022883,19,65045,6022883,2017-18,61,61,60,61,48,50,41,44,49,50,37,38
33669776031504,33,66977,6031504,2017-18,34,36,39,40,48,50,29,28,28,27,37,38
54720826114672,54,72082,6114672,2017-18,15,20,15,20,48,50,9,11,9,11,37,38
21102152130102,21,10215,2130102,2017-18,--,--,9,7,48,50,--,--,5,8,37,38
36678766109714,36,67876,6109714,2017-18,35,43,35,39,48,50,17,24,22,25,37,38
40687596043095,40,68759,6043095,2017-18,27,34,52,54,48,50,18,27,37,39,37,38
36678503630159,36,67850,3630159,2017-18,2,5,30,33,48,50,0,0,18,20,37,38
56724705630363,56,72470,5630363,2017-18,52,53,54,56,48,50,35,38,43,44,37,38
19649076066781,19,64907,6066781,2017-18,53,53,38,40,48,50,30,35,25,26,37,38
31668036112072,31,66803,6112072,2017-18,46,58,51,59,48,50,36,36,45,47,37,38
01612590128413,01,61259,0128413,2017-18,24,29,35,36,48,50,16,26,28,29,37,38
37683046107999,37,68304,6107999,2017-18,39,46,52,51,48,50,32,38,38,37,37,38
19643291937739,19,64329,1937739,2017-18,78,75,67,71,48,50,43,41,54,56,37,38
27661592734556,27,66159,2734556,2017-18,62,58,39,39,48,50,34,28,21,21,37,38
30665226028559,30,66522,6028559,2017-18,48,47,57,60,48,50,38,39,46,51,37,38
19647331930692,19,64733,1930692,2017-18,0,0,40,43,48,50,0,0,30,32,37,38
57105790132464,57,10579,0132464,2017-18,25,42,20,36,48,50,28,40,22,34,37,38
33751926116438,33,75192,6116438,2017-18,70,75,65,68,48,50,53,58,52,54,37,38
36678766059505,36,67876,6059505,2017-18,34,36,35,39,48,50,13,15,22,25,37,38
19650606023089,19,65060,6023089,2017-18,73,73,65,68,48,50,67,67,59,61,37,38
33769430132522,33,76943,0132522,2017-18,44,38,44,38,48,50,30,30,30,30,37,38
38684783830064,38,68478,3830064,2017-18,0,0.0,55,55,48,50,0,0,50,50,37,38
19647336058283,19,64733,6058283,2017-18,23,31,40,43,48,50,19,18,30,32,37,38
36679186109219,36,67918,6109219,2017-18,24,26,32,34,48,50,11,10,21,23,37,38
30666966030456,30,66696,6030456,2017-18,53,55,45,48,48,50,42,46,42,43,37,38
19647330126458,19,64733,0126458,2017-18,29,32,40,43,48,50,16,18,30,32,37,38
07616480730101,07,61648,0730101,2017-18,10,7,32,32,48,50,2,0,20,19,37,38
19647336019434,19,64733,6019434,2017-18,32,40,40,43,48,50,19,23,30,32,37,38
23752186025118,23,75218,6025118,2017-18,34,33,39,42,48,50,26,31,33,36,37,38
34673143430592,34,67314,3430592,2017-18,61,49,54,55,48,50,33,29,44,45,37,38
44697996049738,44,69799,6049738,2017-18,50,44,31,33,48,50,46,40,21,23,37,38
19644516012801,19,64451,6012801,2017-18,57,63,52,52,48,50,52,50,37,39,37,38
19647336017123,19,64733,6017123,2017-18,39,42,40,43,48,50,29,34,30,32,37,38
19647336017420,19,64733,6017420,2017-18,45,49,40,43,48,50,47,50,30,32,37,38
05615646003446,05,61564,6003446,2017-18,32,31,37,34,48,50,26,26,27,29,37,38
40754576108377,40,75457,6108377,2017-18,40,32,49,49,48,50,28,30,35,36,37,38
07618040102566,07,61804,0102566,2017-18,86,86,81,82,48,50,87,86,77,77,37,38
19647330106914,19,64733,0106914,2017-18,29,30,40,43,48,50,29,29,30,32,37,38
15635291532290,15,63529,1532290,2017-18,50,44,51,49,48,50,14,15,21,22,37,38
36678766036859,36,67876,6036859,2017-18,24,31,35,39,48,50,16,26,22,25,37,38
33752426108039,33,75242,6108039,2017-18,43,43,40,42,48,50,26,30,25,27,37,38
07617886004527,07,61788,6004527,2017-18,28,32,33,34,48,50,25,23,20,20,37,38
37684036040554,37,68403,6040554,2017-18,83,65,42,40,48,50,83,60,17,16,37,38
19649806058531,19,64980,6058531,2017-18,62,62,74,75,48,50,43,46,61,61,37,38
30666216071112,30,66621,6071112,2017-18,59,66,54,57,48,50,54,58,40,43,37,38
10621170113563,10,62117,0113563,2017-18,75,78,69,71,48,50,69,71,56,58,37,38
42692294233029,42,69229,4233029,2017-18,7,8,45,47,48,50,0,0,28,27,37,38
56726036055818,56,72603,6055818,2017-18,75,76,55,55,48,50,74,72,42,43,37,38
36738906035406,36,73890,6035406,2017-18,24,39,48,53,48,50,15,22,39,39,37,38
38769190132159,38,76919,0132159,2017-18,,15,,15,,50,,10,,10,,38
36678760128918,36,67876,0128918,2017-18,43,49,35,39,48,50,29,37,22,25,37,38
35103553530045,35,10355,3530045,2017-18,--,--,8,0,48,50,--,--,0,0,37,38
19650296058556,19,65029,6058556,2017-18,85,84,83,84,48,50,81,78,78,79,37,38
45701364530218,45,70136,4530218,2017-18,--,--,68,63,48,50,--,--,49,46,37,38
10621666006092,10,62166,6006092,2017-18,29,42,34,37,48,50,24,30,24,27,37,38
19642876011464,19,64287,6011464,2017-18,21,26,38,42,48,50,15,26,23,26,37,38
15636936103493,15,63693,6103493,2017-18,63,64,60,61,48,50,51,46,51,51,37,38
19643520118521,19,64352,0118521,2017-18,19,50,44,45,48,50,0,8,15,13,37,38
43695836109375,43,69583,6109375,2017-18,38,34,52,52,48,50,30,30,42,43,37,38
54722560135863,54,72256,0135863,2017-18,,37,,48,,50,,25,,31,,38
39685936110555,39,68593,6110555,2017-18,40,42,41,46,48,50,29,25,25,28,37,38
01611500132225,01,61150,0132225,2017-18,70,70,66,67,48,50,57,60,60,62,37,38
23656156025217,23,65615,6025217,2017-18,20,19,35,36,48,50,14,14,24,24,37,38
30736506100861,30,73650,6100861,2017-18,73,72,77,77,48,50,68,68,74,74,37,38
28662660101568,28,66266,0101568,2017-18,32,36,45,47,48,50,14,18,33,34,37,38
01611506113005,01,61150,6113005,2017-18,83,88,66,67,48,50,85,87,60,62,37,38
19647336019830,19,64733,6019830,2017-18,87,89,40,43,48,50,83,85,30,32,37,38
19647330100677,19,64733,0100677,2017-18,88,90,40,43,48,50,65,63,30,32,37,38
37680490136416,37,68049,0136416,2017-18,,40,,41,,50,,23,,23,,38
36676456035505,36,67645,6035505,2017-18,53,56,53,55,48,50,37,47,39,43,37,38
01751016066500,01,75101,6066500,2017-18,83,82,80,81,48,50,82,81,76,77,37,38
16638750112698,16,63875,0112698,2017-18,43,30,30,30,48,50,15,14,19,23,37,38
19649076058523,19,64907,6058523,2017-18,43,43,38,40,48,50,23,25,25,26,37,38
33672156112676,33,67215,6112676,2017-18,60,66,47,49,48,50,51,57,34,35,37,38
19647330112045,19,64733,0112045,2017-18,57,52,40,43,48,50,20,24,30,32,37,38
33670906032205,33,67090,6032205,2017-18,32,33,36,36,48,50,24,20,24,24,37,38
49709040101923,49,70904,0101923,2017-18,47,48,39,41,48,50,38,40,34,37,37,38
33670586113880,33,67058,6113880,2017-18,65,70,49,48,48,50,59,60,35,35,37,38
19648816021588,19,64881,6021588,2017-18,25,33,43,45,48,50,17,25,33,35,37,38
37737910131433,37,73791,0131433,2017-18,81,79,65,65,48,50,70,68,49,51,37,38
21654586058622,21,65458,6058622,2017-18,44,44,43,43,48,50,34,32,39,37,37,38
36678196036370,36,67819,6036370,2017-18,41,45,38,43,48,50,28,40,27,31,37,38
19647256015119,19,64725,6015119,2017-18,35,36,48,51,48,50,32,37,38,43,37,38
48705654830022,48,70565,4830022,2017-18,25,20,56,57,48,50,6,0,41,42,37,38
30666706030449,30,66670,6030449,2017-18,25,23,31,32,48,50,24,21,25,26,37,38
47704826050942,47,70482,6050942,2017-18,27,29,27,29,48,50,24,21,24,21,37,38
39686270136028,39,68627,0136028,2017-18,,18,,36,,50,,0,,20,,38
30666473038023,30,66647,3038023,2017-18,74,74,67,68,48,50,50,52,59,59,37,38
30736356106926,30,73635,6106926,2017-18,71,79,64,65,48,50,60,66,51,52,37,38
37680236070825,37,68023,6070825,2017-18,37,41,62,65,48,50,28,24,49,51,37,38
15637506113484,15,63750,6113484,2017-18,57,60,59,61,48,50,47,50,49,54,37,38
15737426009617,15,73742,6009617,2017-18,37,33,50,48,48,50,21,20,33,32,37,38
19650606023220,19,65060,6023220,2017-18,68,68,65,68,48,50,74,70,59,61,37,38
10624301036607,10,62430,1036607,2017-18,8,23,41,44,48,50,0,0,22,23,37,38
33751926112098,33,75192,6112098,2017-18,64,63,65,68,48,50,60,57,52,54,37,38
10739656006944,10,73965,6006944,2017-18,35,46,40,44,48,50,24,31,28,31,37,38
19647336017701,19,64733,6017701,2017-18,81,84,40,43,48,50,81,76,30,32,37,38
01611190132142,01,61119,0132142,2017-18,56,60,64,66,48,50,39,44,56,58,37,38
37683380132316,37,68338,0132316,2017-18,71,77,53,55,48,50,75,80,43,45,37,38
54755235434931,54,75523,5434931,2017-18,31,40,39,44,48,50,13,22,23,27,37,38
36677106035851,36,67710,6035851,2017-18,35,34,33,38,48,50,24,28,19,23,37,38
33670580107961,33,67058,0107961,2017-18,40,46,49,48,48,50,36,36,35,35,37,38
36676456106603,36,67645,6106603,2017-18,57,65,53,55,48,50,46,59,39,43,37,38
30665143037496,30,66514,3037496,2017-18,86,86,69,62,48,50,77,77,44,42,37,38
39685930113357,39,68593,0113357,2017-18,54,58,41,46,48,50,36,40,25,28,37,38
43694196046742,43,69419,6046742,2017-18,52,60,84,85,48,50,61,60,86,86,37,38
23738662330041,23,73866,2330041,2017-18,53,57,32,37,48,50,20,14,20,22,37,38
34765050108837,34,76505,0108837,2017-18,13,19,32,36,48,50,5,6,25,27,37,38
37683386061980,37,68338,6061980,2017-18,29,30,53,55,48,50,15,17,43,45,37,38
19647330129874,19,64733,0129874,2017-18,22,27,40,43,48,50,9,12,30,32,37,38
04615236003289,04,61523,6003289,2017-18,22,26,30,33,48,50,26,33,16,19,37,38
17640556105456,17,64055,6105456,2017-18,63,58,48,48,48,50,56,49,32,31,37,38
31669106109482,31,66910,6109482,2017-18,44,55,63,64,48,50,36,43,51,53,37,38
01751196002711,01,75119,6002711,2017-18,75,80,75,80,48,50,78,86,78,86,37,38
09619526005656,09,61952,6005656,2017-18,40,49,56,58,48,50,26,25,41,42,37,38
19647336058317,19,64733,6058317,2017-18,32,35,40,43,48,50,18,19,30,32,37,38
19647906020432,19,64790,6020432,2017-18,69,64,58,57,48,50,45,43,42,41,37,38
10621666068704,10,62166,6068704,2017-18,42,41,34,37,48,50,34,36,24,27,37,38
27738252730034,27,73825,2730034,2017-18,51,49,28,31,48,50,17,15,17,19,37,38
20764140115550,20,76414,0115550,2017-18,46,55,47,50,48,50,33,30,33,33,37,38
58727286056600,58,72728,6056600,2017-18,48,69,44,47,48,50,58,69,34,33,37,38
31669100116624,31,66910,0116624,2017-18,78,78,63,64,48,50,73,74,51,53,37,38
52714720134403,52,71472,0134403,2017-18,60,56,55,57,48,50,42,28,46,46,37,38
19643111931021,19,64311,1931021,2017-18,--,10,75,77,48,50,--,0,65,63,37,38
37681976111207,37,68197,6111207,2017-18,59,56,50,53,48,50,43,42,38,40,37,38
19643371931237,19,64337,1931237,2017-18,75,68,61,63,48,50,41,43,46,50,37,38
19647336020010,19,64733,6020010,2017-18,93,94,40,43,48,50,92,89,30,32,37,38
10621666006217,10,62166,6006217,2017-18,32,32,34,37,48,50,31,38,24,27,37,38
27661426026520,27,66142,6026520,2017-18,17,24,26,31,48,50,10,17,18,22,37,38
30665976029300,30,66597,6029300,2017-18,30,30,58,60,48,50,23,23,49,51,37,38
19647330108928,19,64733,0108928,2017-18,72,73,40,43,48,50,63,62,30,32,37,38
56725465634548,56,72546,5634548,2017-18,47,41,50,47,48,50,24,23,29,29,37,38
37683386059604,37,68338,6059604,2017-18,65,64,53,55,48,50,54,52,43,45,37,38
01750930132704,01,75093,0132704,2017-18,71,81,76,78,48,50,62,66,72,74,37,38
33752423330552,33,75242,3330552,2017-18,56,45,40,42,48,50,21,24,25,27,37,38
37681976070833,37,68197,6070833,2017-18,71,76,50,53,48,50,68,67,38,40,37,38
37680313731478,37,68031,3731478,2017-18,77,67,76,76,48,50,60,56,66,67,37,38
04614240430199,04,61424,0430199,2017-18,11,6,51,54,48,50,2,4,42,44,37,38
27661426026579,27,66142,6026579,2017-18,46,45,26,31,48,50,31,35,18,22,37,38
48705816051395,48,70581,6051395,2017-18,20,18,30,32,48,50,11,12,21,21,37,38
54755236054233,54,75523,6054233,2017-18,27,33,39,44,48,50,17,15,23,27,37,38
20651936023907,20,65193,6023907,2017-18,36,28,31,30,48,50,19,21,20,22,37,38
19647336019244,19,64733,6019244,2017-18,19,21,40,43,48,50,15,20,30,32,37,38
11626466089262,11,62646,6089262,2017-18,29,22,41,38,48,50,45,12,35,20,37,38
19647336017891,19,64733,6017891,2017-18,65,77,40,43,48,50,54,68,30,32,37,38
01612596001648,01,61259,6001648,2017-18,78,81,35,36,48,50,79,77,28,29,37,38
10622650106815,10,62265,0106815,2017-18,50,51,47,49,48,50,40,45,32,36,37,38
19734456014336,19,73445,6014336,2017-18,34,43,51,53,48,50,23,36,38,40,37,38
19646836066765,19,64683,6066765,2017-18,70,62,72,69,48,50,55,56,60,60,37,38
13631236008411,13,63123,6008411,2017-18,50,47,39,40,48,50,33,34,28,28,37,38
11101160124909,11,10116,0124909,2017-18,40,40,34,34,48,50,33,34,22,23,37,38
09619116103857,09,61911,6103857,2017-18,78,82,81,84,48,50,60,61,65,66,37,38
19648406020945,19,64840,6020945,2017-18,67,74,44,46,48,50,56,63,30,32,37,38
33751766105548,33,75176,6105548,2017-18,34,33,40,40,48,50,22,21,28,28,37,38
19642126066708,19,64212,6066708,2017-18,74,84,64,66,48,50,70,74,53,54,37,38
01611436056865,01,61143,6056865,2017-18,66,72,59,64,48,50,56,65,54,57,37,38
48705816110134,48,70581,6110134,2017-18,44,52,30,32,48,50,40,40,21,21,37,38
31669513134657,31,66951,3134657,2017-18,75,69,54,55,48,50,32,35,39,43,37,38
19649076021786,19,64907,6021786,2017-18,36,35,38,40,48,50,19,21,25,26,37,38
07100740107342,07,10074,0107342,2017-18,0,--,49,49,48,50,0,--,30,31,37,38
33752420117424,33,75242,0117424,2017-18,49,53,40,42,48,50,41,49,25,27,37,38
19647330126581,19,64733,0126581,2017-18,50,53,40,43,48,50,42,47,30,32,37,38
42691126045264,42,69112,6045264,2017-18,55,50,58,57,48,50,37,39,33,36,37,38
56725126084891,56,72512,6084891,2017-18,31,35,25,30,48,50,19,19,17,18,37,38
48705326051049,48,70532,6051049,2017-18,33,41,40,42,48,50,25,27,31,34,37,38
36678760116160,36,67876,0116160,2017-18,23,26,35,39,48,50,16,16,22,25,37,38
30666216029896,30,66621,6029896,2017-18,76,78,54,57,48,50,70,65,40,43,37,38
19734526022412,19,73452,6022412,2017-18,38,34,49,50,48,50,26,27,39,39,37,38
01612590110189,01,61259,0110189,2017-18,30,21,35,36,48,50,1,6,28,29,37,38
37683386040257,37,68338,6040257,2017-18,31,40,53,55,48,50,37,42,43,45,37,38
19734606023352,19,73460,6023352,2017-18,68,70,75,76,48,50,73,71,73,74,37,38
10621660120964,10,62166,0120964,2017-18,0,0,34,37,48,50,0,0,24,27,37,38
19648086020663,19,64808,6020663,2017-18,35,37,34,35,48,50,31,34,20,22,37,38
30736436030662,30,73643,6030662,2017-18,66,72,62,63,48,50,63,63,52,53,37,38
09618466005482,09,61846,6005482,2017-18,46,57,46,58,48,50,38,50,38,45,37,38
19649316022172,19,64931,6022172,2017-18,46,46,60,60,48,50,39,43,53,56,37,38
36676523632205,36,67652,3632205,2017-18,57,56,66,65,48,50,19,19,36,37,37,38
19647330117051,19,64733,0117051,2017-18,43,64,40,43,48,50,14,36,30,32,37,38
24657556025563,24,65755,6025563,2017-18,30,43,35,38,48,50,26,35,22,23,37,38
19647336116750,19,64733,6116750,2017-18,48,43,40,43,48,50,37,38,30,32,37,38
19646596014658,19,64659,6014658,2017-18,88,92,86,88,48,50,85,88,83,85,37,38
19647336016307,19,64733,6016307,2017-18,25,33,40,43,48,50,28,36,30,32,37,38
10622816006894,10,62281,6006894,2017-18,28,19,29,23,48,50,20,8,20,10,37,38
34674396034235,34,67439,6034235,2017-18,47,47,39,40,48,50,44,52,31,32,37,38
35674706112320,35,67470,6112320,2017-18,44,42,49,52,48,50,28,19,37,37,37,38
40688416112155,40,68841,6112155,2017-18,61,65,66,63,48,50,46,49,50,49,37,38
12628101233352,12,62810,1233352,2017-18,22,0,59,50,48,50,0,0,23,25,37,38
03739810330019,03,73981,0330019,2017-18,9,6,46,45,48,50,0,0,32,29,37,38
19647330100867,19,64733,0100867,2017-18,71,72,40,43,48,50,71,71,30,32,37,38
20652430123620,20,65243,0123620,2017-18,38,18,32,33,48,50,3,0,21,23,37,38
18641706010797,18,64170,6010797,2017-18,61,55,61,55,48,50,48,45,48,45,37,38
13632066008627,13,63206,6008627,2017-18,59,51,59,51,48,50,38,50,38,50,37,38
30666216029979,30,66621,6029979,2017-18,76,81,54,57,48,50,73,69,40,43,37,38
43695186047385,43,69518,6047385,2017-18,89,85,87,87,48,50,87,87,85,86,37,38
31669440106807,31,66944,0106807,2017-18,69,63,60,59,48,50,59,57,55,54,37,38
19648406020929,19,64840,6020929,2017-18,61,59,44,46,48,50,56,49,30,32,37,38
19650946023428,19,65094,6023428,2017-18,42,42,52,53,48,50,35,30,38,38,37,38
19647256057798,19,64725,6057798,2017-18,44,46,48,51,48,50,36,33,38,43,37,38
50105045030069,50,10504,5030069,2017-18,7,2,34,34,48,50,0,2,26,24,37,38
07616300733725,07,61630,0733725,2017-18,70,77,84,82,48,50,52,59,69,69,37,38
54719936054142,54,71993,6054142,2017-18,38,41,31,40,48,50,22,22,20,24,37,38
42691120124255,42,69112,0124255,2017-18,58,58,58,57,48,50,35,36,33,36,37,38
37683463731007,37,68346,3731007,2017-18,77,65,81,80,48,50,55,49,71,72,37,38
30664646095095,30,66464,6095095,2017-18,64,66,69,69,48,50,51,56,58,58,37,38
33751926112809,33,75192,6112809,2017-18,67,70,65,68,48,50,54,60,52,54,37,38
10622656006803,10,62265,6006803,2017-18,43,37,47,49,48,50,23,33,32,36,37,38
19647331933001,19,64733,1933001,2017-18,79,74,40,43,48,50,40,44,30,32,37,38
19647251934678,19,64725,1934678,2017-18,64,51,48,51,48,50,29,24,38,43,37,38
19647336016125,19,64733,6016125,2017-18,79,78,40,43,48,50,79,81,30,32,37,38
50710430107128,50,71043,0107128,2017-18,59,73,38,42,48,50,31,38,21,25,37,38
35675796035158,35,67579,6035158,2017-18,--,--,--,--,48,50,--,--,--,--,37,38
24736192431807,24,73619,2431807,2017-18,60,42,31,29,48,50,25,12,17,17,37,38
48705246111165,48,70524,6111165,2017-18,62,70,57,53,48,50,66,68,53,52,37,38
30736500129296,30,73650,0129296,2017-18,80,82,77,77,48,50,80,81,74,74,37,38
15635290110999,15,63529,0110999,2017-18,70,65,51,49,48,50,34,36,21,22,37,38
24736192430031,24,73619,2430031,2017-18,--,6,31,29,48,50,--,0,17,17,37,38
41689166043772,41,68916,6043772,2017-18,32,45,46,49,48,50,32,36,36,36,37,38
37683386089056,37,68338,6089056,2017-18,74,70,53,55,48,50,75,71,43,45,37,38
37683466117352,37,68346,6117352,2017-18,86,85,81,80,48,50,84,83,71,72,37,38
15635030120865,15,63503,0120865,2017-18,0,15,42,48,48,50,0,4,32,36,37,38
31669513130168,31,66951,3130168,2017-18,41,43,54,55,48,50,24,23,39,43,37,38
05615646003438,05,61564,6003438,2017-18,27,34,37,34,48,50,23,25,27,29,37,38
30666700108373,30,66670,0108373,2017-18,19,22,31,32,48,50,18,19,25,26,37,38
19646831930080,19,64683,1930080,2017-18,68,71,72,69,48,50,48,52,60,60,37,38
30666470116525,30,66647,0116525,2017-18,39,40,67,68,48,50,32,29,59,59,37,38
30664986068605,30,66498,6068605,2017-18,63,71,75,75,48,50,67,72,70,73,37,38
15635291535087,15,63529,1535087,2017-18,42,31,51,49,48,50,20,17,21,22,37,38
37735510127423,37,73551,0127423,2017-18,84,78,75,74,48,50,62,62,64,66,37,38
19647336104822,19,64733,6104822,2017-18,26,33,40,43,48,50,26,30,30,32,37,38
19647336019160,19,64733,6019160,2017-18,38,47,40,43,48,50,26,34,30,32,37,38
36677106115984,36,67710,6115984,2017-18,22,32,33,38,48,50,15,18,19,23,37,38
25102566069314,25,10256,6069314,2017-18,--,--,17,--,48,50,--,--,6,--,37,38
37768516037543,37,76851,6037543,2017-18,59,62,62,63,48,50,62,57,57,55,37,38
12629016008007,12,62901,6008007,2017-18,--,--,17,15,48,50,--,--,11,10,37,38
10738091030121,10,73809,1030121,2017-18,73,64,44,46,48,50,12,11,22,27,37,38
19647256015325,19,64725,6015325,2017-18,38,42,48,51,48,50,37,40,38,43,37,38
19647336017594,19,64733,6017594,2017-18,30,26,40,43,48,50,18,11,30,32,37,38
37682966097216,37,68296,6097216,2017-18,74,73,74,74,48,50,73,71,66,67,37,38
43693696046197,43,69369,6046197,2017-18,26,31,40,41,48,50,16,16,33,33,37,38
30665226085294,30,66522,6085294,2017-18,42,47,57,60,48,50,36,42,46,51,37,38
30736356094676,30,73635,6094676,2017-18,32,42,64,65,48,50,28,36,51,52,37,38
33672156107957,33,67215,6107957,2017-18,44,46,47,49,48,50,26,31,34,35,37,38
14632486008692,14,63248,6008692,2017-18,20,28,22,28,48,50,22,26,19,24,37,38
37683046110720,37,68304,6110720,2017-18,60,58,52,51,48,50,43,43,38,37,37,38
36675870131441,36,67587,0131441,2017-18,27,35,21,26,48,50,15,21,11,15,37,38
05615726003461,05,61572,6003461,2017-18,41,41,42,41,48,50,31,31,32,29,37,38
15636280134312,15,63628,0134312,2017-18,36,36,35,35,48,50,18,16,16,15,37,38
26736922630036,26,73692,2630036,2017-18,--,--,41,46,48,50,--,--,31,36,37,38
01611926000988,01,61192,6000988,2017-18,18,23,37,38,48,50,12,16,24,26,37,38
36677776105589,36,67777,6105589,2017-18,49,47,42,39,48,50,32,41,28,26,37,38
19647336017388,19,64733,6017388,2017-18,22,24,40,43,48,50,23,19,30,32,37,38
19642121933159,19,64212,1933159,2017-18,63,73,64,66,48,50,39,40,53,54,37,38
19644696012942,19,64469,6012942,2017-18,58,65,45,54,48,50,55,52,34,36,37,38
19770810135954,19,77081,0135954,2017-18,,51,,51,,50,,42,,42,,38
33671246108690,33,67124,6108690,2017-18,18,20,30,31,48,50,11,13,20,22,37,38
19646676109276,19,64667,6109276,2017-18,41,49,30,32,48,50,28,30,17,17,37,38
13631496008536,13,63149,6008536,2017-18,50,47,51,54,48,50,40,38,39,42,37,38
10621666111249,10,62166,6111249,2017-18,39,50,34,37,48,50,32,40,24,27,37,38
56725386055321,56,72538,6055321,2017-18,19,22,23,26,48,50,9,11,13,14,37,38
19647331933241,19,64733,1933241,2017-18,39,41,40,43,48,50,13,12,30,32,37,38
01612756066492,01,61275,6066492,2017-18,84,88,86,87,48,50,83,84,84,85,37,38
35674700121400,35,67470,0121400,2017-18,97,96,49,52,48,50,85,89,37,37,37,38
43696666093090,43,69666,6093090,2017-18,56,53,53,54,48,50,47,40,42,43,37,38
43694196067185,43,69419,6067185,2017-18,83,92,84,85,48,50,85,92,86,86,37,38
37683386039713,37,68338,6039713,2017-18,58,68,53,55,48,50,63,68,43,45,37,38
36676376112866,36,67637,6112866,2017-18,33,40,41,44,48,50,26,32,28,29,37,38
27738256026397,27,73825,6026397,2017-18,21,24,28,31,48,50,18,20,17,19,37,38
54722316106553,54,72231,6106553,2017-18,30,36,32,33,48,50,21,28,22,22,37,38
41690050127282,41,69005,0127282,2017-18,27,25,46,51,48,50,19,18,39,44,37,38
34673140108738,34,67314,0108738,2017-18,61,67,54,55,48,50,57,64,44,45,37,38
19647256015242,19,64725,6015242,2017-18,77,82,48,51,48,50,70,68,38,43,37,38
01611436090310,01,61143,6090310,2017-18,46,46,59,64,48,50,46,41,54,57,37,38
36677776036040,36,67777,6036040,2017-18,29,25,42,39,48,50,15,18,28,26,37,38
19647336058135,19,64733,6058135,2017-18,39,44,40,43,48,50,21,26,30,32,37,38
50710436085013,50,71043,6085013,2017-18,37,39,38,42,48,50,18,20,21,25,37,38
37680496119564,37,68049,6119564,2017-18,39,43,39,41,48,50,22,21,22,23,37,38
56726525630348,56,72652,5630348,2017-18,85,70,55,54,48,50,60,45,44,42,37,38
24657716025654,24,65771,6025654,2017-18,35,33,37,40,48,50,17,21,23,25,37,38
