CDS,County Code,District Code,School Code,SARCYear,SELA_Y1,SELA_Y2,DELA_Y1,DELA_Y2,STELA_Y1,STELA_Y2,SMATH_Y1,SMATH_Y2,DMATH_Y1,DMATH_Y2,STMATH_Y1,STMATH_Y2
19734456014138,19,73445,6014138,2017-18,46,51,51,53,48,50,38,44,38,40,37,38
34674393434768,34,67439,3434768,2017-18,64,52,39,40,48,50,36,35,31,32,37,38
37681896085047,37,68189,6085047,2017-18,48,48,52,53,48,50,25,31,38,41,37,38
19647330131839,19,64733,0131839,2017-18,29,31,40,43,48,50,32,22,30,32,37,38
38684780118133,38,68478,0118133,2017-18,0.0,--,55,55,48,50,0.0,--,50,50,37,38
10621660106740,10,62166,0106740,2017-18,35,38,34,37,48,50,32,31,24,27,37,38
56737596071286,56,73759,6071286,2017-18,75,72,67,63,48,50,72,71,59,57,37,38
10621661030675,10,62166,1030675,2017-18,53,43,34,37,48,50,12,12,24,27,37,38
30665306095111,30,66530,6095111,2017-18,83,77,74,75,48,50,81,78,68,69,37,38
10621581031954,10,62158,1031954,2017-18,--,--,42,51,48,50,--,--,29,34,37,38
33751766032031,33,75176,6032031,2017-18,22,20,40,40,48,50,12,11,28,28,37,38
27660922732253,27,66092,2732253,2017-18,6,10,38,39,48,50,2,4,27,27,37,38
43696906049241,43,69690,6049241,2017-18,34,42,57,59,48,50,26,27,54,55,37,38
39686766042808,39,68676,6042808,2017-18,20,27,26,28,48,50,20,23,20,21,37,38
19647336016604,19,64733,6016604,2017-18,44,48,40,43,48,50,39,40,30,32,37,38
34765050108415,34,76505,0108415,2017-18,38,38,32,36,48,50,23,19,25,27,37,38
23656152330413,23,65615,2330413,2017-18,89,90,35,36,48,50,77,78,24,24,37,38
45701106117147,45,70110,6117147,2017-18,0,0,47,46,48,50,0,0,42,39,37,38
56768286055545,56,76828,6055545,2017-18,29,31,33,31,48,50,23,34,23,24,37,38
39754996118665,39,75499,6118665,2017-18,47,45,41,42,48,50,39,33,29,30,37,38
19734526022222,19,73452,6022222,2017-18,71,75,49,50,48,50,71,74,39,39,37,38
43104396069371,43,10439,6069371,2017-18,5,12,46,53,48,50,3,4,45,52,37,38
15634796109987,15,63479,6109987,2017-18,61,55,58,58,48,50,51,49,48,50,37,38
50105040117457,50,10504,0117457,2017-18,45,43,34,34,48,50,37,34,26,24,37,38
19647176015036,19,64717,6015036,2017-18,57,49,54,57,48,50,46,49,39,43,37,38
44697656049605,44,69765,6049605,2017-18,57,60,52,56,48,50,46,52,36,44,37,38
10621666006365,10,62166,6006365,2017-18,27,30,34,37,48,50,19,26,24,27,37,38
34674473432317,34,67447,3432317,2017-18,61,57,44,45,48,50,31,40,33,34,37,38
37683386040109,37,68338,6040109,2017-18,38,39,53,55,48,50,31,36,43,45,37,38
19647330102541,19,64733,0102541,2017-18,41,48,40,43,48,50,29,28,30,32,37,38
34752830126060,34,75283,0126060,2017-18,39,41,43,47,48,50,21,23,33,35,37,38
50736010101188,50,73601,0101188,2017-18,33,31,41,41,48,50,26,26,24,25,37,38
49753586052369,49,75358,6052369,2017-18,51,55,44,45,48,50,34,38,29,31,37,38
37735516037774,37,73551,6037774,2017-18,74,74,75,74,48,50,72,62,64,66,37,38
19644516012736,19,64451,6012736,2017-18,39,42,52,52,48,50,31,32,37,39,37,38
19645276061295,19,64527,6061295,2017-18,33,35,40,42,48,50,20,17,26,26,37,38
42692606045751,42,69260,6045751,2017-18,46,48,50,52,48,50,38,43,42,45,37,38
48705406109136,48,70540,6109136,2017-18,39,45,43,44,48,50,29,31,31,32,37,38
01751016002323,01,75101,6002323,2017-18,85,89,80,81,48,50,82,84,76,77,37,38
42767866045934,42,76786,6045934,2017-18,72,74,52,55,48,50,65,70,43,43,37,38
37680316038053,37,68031,6038053,2017-18,67,70,76,76,48,50,65,70,66,67,37,38
33670336031736,33,67033,6031736,2017-18,51,57,59,61,48,50,46,41,45,46,37,38
47764554730107,47,76455,4730107,2017-18,--,--,50,48,48,50,--,--,48,48,37,38
51714070109793,51,71407,0109793,2017-18,39,32,41,33,48,50,19,18,22,21,37,38
01612916002448,01,61291,6002448,2017-18,55,56,38,38,48,50,51,50,25,26,37,38
56725386114029,56,72538,6114029,2017-18,31,37,23,26,48,50,23,19,13,14,37,38
43695756047799,43,69575,6047799,2017-18,68,70,68,69,48,50,67,68,62,64,37,38
19647336019715,19,64733,6019715,2017-18,45,45,40,43,48,50,28,28,30,32,37,38
21654176024590,21,65417,6024590,2017-18,51,58,55,56,48,50,54,60,47,47,37,38
36677020102947,36,67702,0102947,2017-18,81,81,68,71,48,50,76,78,58,61,37,38
16639176118459,16,63917,6118459,2017-18,9,8,43,46,48,50,4,4,32,38,37,38
37680986111769,37,68098,6111769,2017-18,29,30,41,44,48,50,22,24,29,32,37,38
19647330125641,19,64733,0125641,2017-18,70,65,40,43,48,50,55,53,30,32,37,38
19651026071690,19,65102,6071690,2017-18,56,50,47,48,48,50,32,28,32,34,37,38
51714150132753,51,71415,0132753,2017-18,29,35,38,37,48,50,21,20,17,19,37,38
43694270131995,43,69427,0131995,2017-18,,16,,59,,50,,9,,38,,38
11765621133701,11,76562,1133701,2017-18,57,46,38,42,48,50,24,18,18,20,37,38
04615496121016,04,61549,6121016,2017-18,--,0,26,35,48,50,--,0,21,23,37,38
12630401230069,12,63040,1230069,2017-18,20,--,38,39,48,50,40,--,31,27,37,38
56725536055412,56,72553,6055412,2017-18,47,55,61,62,48,50,29,39,47,49,37,38
36750446089643,36,75044,6089643,2017-18,28,31,33,34,48,50,20,22,21,22,37,38
19647336018055,19,64733,6018055,2017-18,47,48,40,43,48,50,36,39,30,32,37,38
30665226028229,30,66522,6028229,2017-18,52,54,57,60,48,50,36,43,46,51,37,38
19650601938083,19,65060,1938083,2017-18,19,15,65,68,48,50,1,1,59,61,37,38
36678766036768,36,67876,6036768,2017-18,20,30,35,39,48,50,18,24,22,25,37,38
19647336018501,19,64733,6018501,2017-18,35,37,40,43,48,50,15,19,30,32,37,38
56726036055743,56,72603,6055743,2017-18,45,57,55,55,48,50,36,44,42,43,37,38
36677106035836,36,67710,6035836,2017-18,24,24,33,38,48,50,14,11,19,23,37,38
33672156032601,33,67215,6032601,2017-18,37,39,47,49,48,50,34,27,34,35,37,38
30666476030043,30,66647,6030043,2017-18,71,70,67,68,48,50,60,58,59,59,37,38
37737916095061,37,73791,6095061,2017-18,61,58,65,65,48,50,43,43,49,51,37,38
41689320132217,41,68932,0132217,2017-18,62,67,58,60,48,50,43,38,54,58,37,38
15638266108898,15,63826,6108898,2017-18,43,49,45,48,48,50,40,40,30,30,37,38
39686760120725,39,68676,0120725,2017-18,38,47,26,28,48,50,49,58,20,21,37,38
15633216008932,15,63321,6008932,2017-18,67,68,34,35,48,50,54,53,23,23,37,38
48705810134262,48,70581,0134262,2017-18,48,49,30,32,48,50,30,38,21,21,37,38
15637760111377,15,63776,0111377,2017-18,26,34,28,29,48,50,17,20,17,14,37,38
49708546051957,49,70854,6051957,2017-18,17,25,51,56,48,50,28,28,48,50,37,38
33671246032320,33,67124,6032320,2017-18,34,38,30,31,48,50,31,33,20,22,37,38
30739246029052,30,73924,6029052,2017-18,94,93,81,82,48,50,95,94,73,74,37,38
38684786040950,38,68478,6040950,2017-18,20,20,55,55,48,50,9,8,50,50,37,38
42692606045801,42,69260,6045801,2017-18,63,62,50,52,48,50,47,55,42,45,37,38
19647330131870,19,64733,0131870,2017-18,35,35,40,43,48,50,24,29,30,32,37,38
21654746118491,21,65474,6118491,2017-18,52,56,47,49,48,50,45,48,38,44,37,38
30665226028427,30,66522,6028427,2017-18,79,79,57,60,48,50,77,77,46,51,37,38
49708700106344,49,70870,0106344,2017-18,51,50,36,38,48,50,18,14,23,22,37,38
35674706114557,35,67470,6114557,2017-18,46,36,49,52,48,50,36,23,37,37,37,38
35674706035026,35,67470,6035026,2017-18,57,57,49,52,48,50,41,41,37,37,37,38
19648736114615,19,64873,6114615,2017-18,38,39,39,41,48,50,30,31,28,30,37,38
19646911996438,19,64691,1996438,2017-18,70,61,46,50,48,50,31,31,35,36,37,38
01612590110247,01,61259,0110247,2017-18,36,38,35,36,48,50,34,36,28,29,37,38
19647336107403,19,64733,6107403,2017-18,36,45,40,43,48,50,26,31,30,32,37,38
19648570102269,19,64857,0102269,2017-18,3,3,29,30,48,50,0,4,19,19,37,38
19648576111546,19,64857,6111546,2017-18,42,43,29,30,48,50,34,35,19,19,37,38
07617966004907,07,61796,6004907,2017-18,30,26,35,36,48,50,18,19,25,24,37,38
33671246032288,33,67124,6032288,2017-18,21,33,30,31,48,50,21,28,20,22,37,38
36678766036826,36,67876,6036826,2017-18,34,48,35,39,48,50,34,41,22,25,37,38
50712666120844,50,71266,6120844,2017-18,50,50,43,45,48,50,30,31,31,34,37,38
48705814830147,48,70581,4830147,2017-18,56,48,30,32,48,50,23,15,21,21,37,38
30664236027262,30,66423,6027262,2017-18,38,47,26,30,48,50,31,39,22,25,37,38
56726526056188,56,72652,6056188,2017-18,66,60,55,54,48,50,55,53,44,42,37,38
33670586109045,33,67058,6109045,2017-18,73,75,49,48,48,50,69,78,35,35,37,38
56105615630223,56,10561,5630223,2017-18,2,0,43,54,48,50,0,0,31,41,37,38
30666476030100,30,66647,6030100,2017-18,60,65,67,68,48,50,53,62,59,59,37,38
19647901996404,19,64790,1996404,2017-18,55,33,58,57,48,50,14,17,42,41,37,38
19647336119903,19,64733,6119903,2017-18,40,45,40,43,48,50,40,34,30,32,37,38
01611766000764,01,61176,6000764,2017-18,74,75,75,77,48,50,75,76,71,73,37,38
01612596001630,01,61259,6001630,2017-18,14,17,35,36,48,50,20,15,28,29,37,38
01100170125567,01,10017,0125567,2017-18,53,50,34,43,48,50,33,36,27,35,37,38
15101576069496,15,10157,6069496,2017-18,5,8,29,33,48,50,2,9,16,19,37,38
19647336016562,19,64733,6016562,2017-18,80,82,40,43,48,50,78,76,30,32,37,38
43695750129940,43,69575,0129940,2017-18,58,64,68,69,48,50,53,53,62,64,37,38
10101081030899,10,10108,1030899,2017-18,3,0,18,22,48,50,0,0,12,15,37,38
07616636119838,07,61663,6119838,2017-18,44,52,46,51,48,50,42,46,42,39,37,38
21653916024475,21,65391,6024475,2017-18,81,82,81,85,48,50,74,83,76,79,37,38
07617540730655,07,61754,0730655,2017-18,0,0.0,50,51,48,50,0,0.0,38,39,37,38
37683380108282,37,68338,0108282,2017-18,32,30,53,55,48,50,27,28,43,45,37,38
34674396059281,34,67439,6059281,2017-18,55,50,39,40,48,50,47,41,31,32,37,38
03100330330035,03,10033,0330035,2017-18,--,--,15,21,48,50,--,--,7,6,37,38
41689656044150,41,68965,6044150,2017-18,82,85,82,84,48,50,80,82,80,81,37,38
23656236108369,23,65623,6108369,2017-18,19,19,30,28,48,50,21,18,22,20,37,38
20651776023865,20,65177,6023865,2017-18,53,46,49,48,48,50,50,49,41,44,37,38
47703756050827,47,70375,6050827,2017-18,55,89,55,89,48,50,27,44,27,44,37,38
57727100121749,57,72710,0121749,2017-18,46,46,38,40,48,50,47,33,27,29,37,38
19647330118588,19,64733,0118588,2017-18,33,28,40,43,48,50,7,9,30,32,37,38
57726780106674,57,72678,0106674,2017-18,63,64,69,70,48,50,58,59,64,66,37,38
01612590123711,01,61259,0123711,2017-18,15,19,35,36,48,50,7,12,28,29,37,38
11626611130038,11,62661,1130038,2017-18,--,--,27,25,48,50,--,--,21,19,37,38
36676863632742,36,67686,3632742,2017-18,51,55,36,40,48,50,15,18,23,25,37,38
54755310102707,54,75531,0102707,2017-18,29,31,38,43,48,50,22,31,26,31,37,38
27659616025977,27,65961,6025977,2017-18,38,43,28,32,48,50,27,32,21,23,37,38
19647331931633,19,64733,1931633,2017-18,--,--,40,43,48,50,--,--,30,32,37,38
36679593633351,36,67959,3633351,2017-18,8,25,51,52,48,50,2,4,39,39,37,38
19647336057947,19,64733,6057947,2017-18,22,24,40,43,48,50,15,18,30,32,37,38
56724545630173,56,72454,5630173,2017-18,22,17,28,27,48,50,0,0,17,19,37,38
36678766036958,36,67876,6036958,2017-18,14,14,35,39,48,50,7,7,22,25,37,38
01751016002356,01,75101,6002356,2017-18,76,81,80,81,48,50,78,83,76,77,37,38
19647331930866,19,64733,1930866,2017-18,65,56,40,43,48,50,33,29,30,32,37,38
19644516012785,19,64451,6012785,2017-18,61,58,52,52,48,50,59,55,37,39,37,38
21750026024731,21,75002,6024731,2017-18,84,87,80,78,48,50,81,85,71,70,37,38
43104390113431,43,10439,0113431,2017-18,79,79,46,53,48,50,68,69,45,52,37,38
19647336019814,19,64733,6019814,2017-18,15,23,40,43,48,50,11,21,30,32,37,38
33671736032403,33,67173,6032403,2017-18,21,29,39,40,48,50,16,21,25,26,37,38
47703186050769,47,70318,6050769,2017-18,5,18,5,18,48,50,10,0,10,0,37,38
41690470129759,41,69047,0129759,2017-18,71,0.0,77,71,48,50,62,0.0,56,52,37,38
40754574030235,40,75457,4030235,2017-18,43,45,49,49,48,50,37,30,35,36,37,38
19647336017735,19,64733,6017735,2017-18,36,37,40,43,48,50,29,28,30,32,37,38
36750446100937,36,75044,6100937,2017-18,22,22,33,34,48,50,15,17,21,22,37,38
19647336017214,19,64733,6017214,2017-18,35,35,40,43,48,50,26,25,30,32,37,38
43696906049191,43,69690,6049191,2017-18,48,52,57,59,48,50,48,48,54,55,37,38
19647336016885,19,64733,6016885,2017-18,24,29,40,43,48,50,13,15,30,32,37,38
56724626055107,56,72462,6055107,2017-18,27,31,28,28,48,50,20,21,20,18,37,38
33672493337649,33,67249,3337649,2017-18,16,17,37,37,48,50,1,0,22,23,37,38
19648816021711,19,64881,6021711,2017-18,22,28,43,45,48,50,14,26,33,35,37,38
41689166043806,41,68916,6043806,2017-18,32,29,46,49,48,50,28,29,36,36,37,38
09618530936302,09,61853,0936302,2017-18,81,73,76,68,48,50,62,58,55,53,37,38
15633626107619,15,63362,6107619,2017-18,49,49,49,51,48,50,31,31,32,34,37,38
56726525630793,56,72652,5630793,2017-18,58,50,55,54,48,50,29,24,44,42,37,38
48705816071302,48,70581,6071302,2017-18,26,24,30,32,48,50,23,20,21,21,37,38
15637926010102,15,63792,6010102,2017-18,22,30,26,30,48,50,14,20,17,16,37,38
19642126085617,19,64212,6085617,2017-18,86,86,64,66,48,50,81,82,53,54,37,38
39685696041917,39,68569,6041917,2017-18,41,43,47,50,48,50,32,33,32,35,37,38
34739736108948,34,73973,6108948,2017-18,38,45,47,45,48,50,23,27,34,31,37,38
43104394330254,43,10439,4330254,2017-18,2,2,46,53,48,50,0,2,45,52,37,38
23655406025084,23,65540,6025084,2017-18,38,55,45,52,48,50,25,36,28,29,37,38
19643520128488,19,64352,0128488,2017-18,0,21,44,45,48,50,0,6,15,13,37,38
30666703030491,30,66670,3030491,2017-18,25,32,31,32,48,50,9,13,25,26,37,38
20756066113948,20,75606,6113948,2017-18,--,--,45,47,48,50,--,--,25,24,37,38
33752426032866,33,75242,6032866,2017-18,30,40,40,42,48,50,28,31,25,27,37,38
27659616117691,27,65961,6117691,2017-18,27,34,28,32,48,50,20,23,21,23,37,38
19647336057889,19,64733,6057889,2017-18,28,31,40,43,48,50,18,21,30,32,37,38
37684526107031,37,68452,6107031,2017-18,47,61,46,49,48,50,44,49,33,33,37,38
27661916026652,27,66191,6026652,2017-18,27,38,35,37,48,50,20,21,22,22,37,38
01611276090146,01,61127,6090146,2017-18,76,82,79,76,48,50,74,77,73,70,37,38
37681063731023,37,68106,3731023,2017-18,82,73,60,60,48,50,43,42,29,29,37,38
56726036060362,56,72603,6060362,2017-18,54,52,55,55,48,50,38,45,42,43,37,38
19647330122614,19,64733,0122614,2017-18,52,53,40,43,48,50,43,47,30,32,37,38
43104390124065,43,10439,0124065,2017-18,41,46,46,53,48,50,25,26,45,52,37,38
19101990122051,19,10199,0122051,2017-18,,--,,43,,50,,--,,31,,38
37683380136663,37,68338,0136663,2017-18,,38,,55,,50,,50,,45,,38
30736506106850,30,73650,6106850,2017-18,74,81,77,77,48,50,67,75,74,74,37,38
19647256061386,19,64725,6061386,2017-18,33,37,48,51,48,50,36,42,38,43,37,38
19752916022453,19,75291,6022453,2017-18,55,55,57,58,48,50,59,57,45,44,37,38
37681300128819,37,68130,0128819,2017-18,--,--,67,64,48,50,--,--,38,39,37,38
19647336019723,19,64733,6019723,2017-18,65,70,40,43,48,50,53,58,30,32,37,38
37684113730405,37,68411,3730405,2017-18,76,74,53,52,48,50,42,49,32,33,37,38
36677106102933,36,67710,6102933,2017-18,20,29,33,38,48,50,18,21,19,23,37,38
37684110126086,37,68411,0126086,2017-18,55,55,53,52,48,50,49,43,32,33,37,38
19651026023576,19,65102,6023576,2017-18,62,50,47,48,48,50,39,39,32,34,37,38
30666706102826,30,66670,6102826,2017-18,44,45,31,32,48,50,36,35,25,26,37,38
19650606023295,19,65060,6023295,2017-18,68,73,65,68,48,50,70,76,59,61,37,38
56724626055065,56,72462,6055065,2017-18,56,57,28,28,48,50,47,44,20,18,37,38
19648406020838,19,64840,6020838,2017-18,32,38,44,46,48,50,22,30,30,32,37,38
49708470119750,49,70847,0119750,2017-18,38,52,48,50,48,50,33,23,42,45,37,38
30665973031697,30,66597,3031697,2017-18,71,73,58,60,48,50,63,60,49,51,37,38
36675956094940,36,67595,6094940,2017-18,49,56,65,68,48,50,43,46,50,54,37,38
15633136008817,15,63313,6008817,2017-18,34,36,29,32,48,50,18,17,21,23,37,38
40687596043129,40,68759,6043129,2017-18,40,49,52,54,48,50,29,35,37,39,37,38
56105616069231,56,10561,6069231,2017-18,5,0.0,43,54,48,50,0,0.0,31,41,37,38
01611196090120,01,61119,6090120,2017-18,52,53,64,66,48,50,58,54,56,58,37,38
37683386039770,37,68338,6039770,2017-18,55,57,53,55,48,50,52,54,43,45,37,38
19647336017263,19,64733,6017263,2017-18,51,52,40,43,48,50,41,43,30,32,37,38
45699896050272,45,69989,6050272,2017-18,28,29,43,38,48,50,21,28,31,35,37,38
16639746111934,16,63974,6111934,2017-18,50,57,44,49,48,50,40,43,34,35,37,38
19734451935246,19,73445,1935246,2017-18,64,57,51,53,48,50,25,26,38,40,37,38
19647336019392,19,64733,6019392,2017-18,66,74,40,43,48,50,57,60,30,32,37,38
19647336061584,19,64733,6061584,2017-18,56,55,40,43,48,50,49,51,30,32,37,38
49709120128074,49,70912,0128074,2017-18,18,0.0,33,22,48,50,26,0.0,27,22,37,38
30664643038569,30,66464,3038569,2017-18,71,66,69,69,48,50,52,47,58,58,37,38
19644516012744,19,64451,6012744,2017-18,56,35,52,52,48,50,53,38,37,39,37,38
36677026119622,36,67702,6119622,2017-18,78,84,68,71,48,50,69,70,58,61,37,38
15633216008999,15,63321,6008999,2017-18,40,30,34,35,48,50,28,17,23,23,37,38
37756143731114,37,75614,3731114,2017-18,64,58,38,41,48,50,33,32,21,23,37,38
57727100101162,57,72710,0101162,2017-18,59,67,38,40,48,50,25,27,27,29,37,38
56726526056097,56,72652,6056097,2017-18,61,63,55,54,48,50,56,53,44,42,37,38
37680076037758,37,68007,6037758,2017-18,73,74,72,75,48,50,71,72,72,72,37,38
34674396034201,34,67439,6034201,2017-18,19,20,39,40,48,50,16,16,31,32,37,38
43696256095400,43,69625,6095400,2017-18,46,48,50,54,48,50,38,48,42,46,37,38
39686766042774,39,68676,6042774,2017-18,21,16,26,28,48,50,15,13,20,21,37,38
33751763332350,33,75176,3332350,2017-18,53,45,40,40,48,50,25,20,28,28,37,38
10624141030451,10,62414,1030451,2017-18,18,6,48,52,48,50,2,0,39,41,37,38
43696666048672,43,69666,6048672,2017-18,64,61,53,54,48,50,49,39,42,43,37,38
36675870107441,36,67587,0107441,2017-18,15,26,21,26,48,50,8,16,11,15,37,38
33670583330388,33,67058,3330388,2017-18,80,76,49,48,48,50,35,34,35,35,37,38
31750856110647,31,75085,6110647,2017-18,59,64,70,71,48,50,55,56,62,63,37,38
19647330108886,19,64733,0108886,2017-18,67,70,40,43,48,50,62,61,30,32,37,38
43694274335204,43,69427,4335204,2017-18,52,53,63,59,48,50,27,27,39,38,37,38
33752006108153,33,75200,6108153,2017-18,57,62,61,60,48,50,54,60,46,48,37,38
15737426110712,15,73742,6110712,2017-18,43,45,50,48,48,50,32,39,33,32,37,38
34673306059190,34,67330,6059190,2017-18,40,34,61,64,48,50,20,21,51,53,37,38
01612596118616,01,61259,6118616,2017-18,16,18,35,36,48,50,14,21,28,29,37,38
37680806112445,37,68080,6112445,2017-18,83,79,76,75,48,50,81,77,73,71,37,38
19734370132845,19,73437,0132845,2017-18,38,46,31,35,48,50,22,36,24,27,37,38
54767945436282,54,76794,5436282,2017-18,58,49,34,32,48,50,14,15,23,25,37,38
49753900124230,49,75390,0124230,2017-18,59,68,48,49,48,50,59,55,34,31,37,38
27661916026660,27,66191,6026660,2017-18,17,25,35,37,48,50,14,15,22,22,37,38
39685930112565,39,68593,0112565,2017-18,8,6,41,46,48,50,0,0,25,28,37,38
07618046096036,07,61804,6096036,2017-18,78,85,81,82,48,50,76,79,77,77,37,38
33672493337656,33,67249,3337656,2017-18,55,48,37,37,48,50,16,14,22,23,37,38
54719026054035,54,71902,6054035,2017-18,30,32,28,31,48,50,13,16,16,17,37,38
24657892439602,24,65789,2439602,2017-18,2,8,50,45,48,50,0,0,21,19,37,38
10622651033703,10,62265,1033703,2017-18,29,33,47,49,48,50,0,2,32,36,37,38
19642956011530,19,64295,6011530,2017-18,45,52,42,44,48,50,38,46,29,32,37,38
56724546054993,56,72454,6054993,2017-18,19,18,28,27,48,50,14,16,17,19,37,38
07618040132902,07,61804,0132902,2017-18,77,83,81,82,48,50,77,83,77,77,37,38
45698806050082,45,69880,6050082,2017-18,36,27,40,32,48,50,33,23,30,27,37,38
36678436067060,36,67843,6067060,2017-18,55,56,58,59,48,50,43,44,44,45,37,38
19650606023105,19,65060,6023105,2017-18,66,71,65,68,48,50,71,72,59,61,37,38
10621666006324,10,62166,6006324,2017-18,15,20,34,37,48,50,17,18,24,27,37,38
30666706030407,30,66670,6030407,2017-18,37,42,31,32,48,50,26,27,25,26,37,38
19647330117762,19,64733,0117762,2017-18,55,39,40,43,48,50,16,7,30,32,37,38
36678760110783,36,67876,0110783,2017-18,40,43,35,39,48,50,22,33,22,25,37,38
36678503630530,36,67850,3630530,2017-18,12,26,30,33,48,50,0,0,18,20,37,38
19647336017503,19,64733,6017503,2017-18,48,56,40,43,48,50,44,53,30,32,37,38
10739656120521,10,73965,6120521,2017-18,58,62,40,44,48,50,51,53,28,31,37,38
19645841996305,19,64584,1996305,2017-18,37,38,37,38,48,50,20,21,21,21,37,38
19647336017743,19,64733,6017743,2017-18,59,53,40,43,48,50,49,42,30,32,37,38
19645766013882,19,64576,6013882,2017-18,59,66,68,67,48,50,55,57,56,56,37,38
19647336016463,19,64733,6016463,2017-18,39,51,40,43,48,50,31,33,30,32,37,38
34765053434370,34,76505,3434370,2017-18,34,41,32,36,48,50,14,21,25,27,37,38
20764146023915,20,76414,6023915,2017-18,38,35,47,50,48,50,33,32,33,33,37,38
19734456014385,19,73445,6014385,2017-18,47,50,51,53,48,50,43,41,38,40,37,38
31669100125740,31,66910,0125740,2017-18,77,80,63,64,48,50,57,60,51,53,37,38
50712906095517,50,71290,6095517,2017-18,45,51,48,53,48,50,33,39,38,43,37,38
33752420109124,33,75242,0109124,2017-18,58,57,40,42,48,50,49,46,25,27,37,38
56737596093173,56,73759,6093173,2017-18,72,69,67,63,48,50,69,63,59,57,37,38
49708620131961,49,70862,0131961,2017-18,96,95,64,62,48,50,87,94,46,45,37,38
10625470135103,10,62547,0135103,2017-18,31,39,24,28,48,50,19,16,12,12,37,38
43696176067227,43,69617,6067227,2017-18,30,27,37,36,48,50,32,26,28,25,37,38
37679916037592,37,67991,6037592,2017-18,26,23,42,42,48,50,22,19,32,33,37,38
10621666109961,10,62166,6109961,2017-18,39,36,34,37,48,50,32,33,24,27,37,38
49706236051619,49,70623,6051619,2017-18,64,67,65,65,48,50,64,75,57,60,37,38
54722316054456,54,72231,6054456,2017-18,24,29,32,33,48,50,11,12,22,22,37,38
19647336060529,19,64733,6060529,2017-18,5,17,40,43,48,50,10,10,30,32,37,38
37683386040166,37,68338,6040166,2017-18,76,85,53,55,48,50,76,78,43,45,37,38
01612006117543,01,61200,6117543,2017-18,61,66,61,62,48,50,53,62,49,51,37,38
05615646003453,05,61564,6003453,2017-18,17,44,37,34,48,50,18,37,27,29,37,38
36676116035307,36,67611,6035307,2017-18,9,13,29,31,48,50,4,4,21,20,37,38
49708624930103,49,70862,4930103,2017-18,29,--,64,62,48,50,7,--,46,45,37,38
57726786056261,57,72678,6056261,2017-18,71,76,69,70,48,50,68,73,64,66,37,38
40688336043343,40,68833,6043343,2017-18,37,36,41,36,48,50,21,22,23,21,37,38
54718116053854,54,71811,6053854,2017-18,14,18,14,18,48,50,7,11,7,11,37,38
37683386039150,37,68338,6039150,2017-18,32,32,53,55,48,50,33,26,43,45,37,38
19650606023329,19,65060,6023329,2017-18,41,61,65,68,48,50,48,57,59,61,37,38
19753096115679,19,75309,6115679,2017-18,45,50,44,42,48,50,36,40,28,25,37,38
15636776009799,15,63677,6009799,2017-18,14,20,23,24,48,50,9,10,11,12,37,38
19643946012223,19,64394,6012223,2017-18,63,67,64,64,48,50,50,60,49,51,37,38
33672156032544,33,67215,6032544,2017-18,48,52,47,49,48,50,40,39,34,35,37,38
39767600106484,39,76760,0106484,2017-18,60,65,68,69,48,50,50,59,57,60,37,38
36677026112130,36,67702,6112130,2017-18,61,68,68,71,48,50,51,54,58,61,37,38
10739991033430,10,73999,1033430,2017-18,65,63,46,45,48,50,16,22,29,30,37,38
27659616109466,27,65961,6109466,2017-18,36,47,28,32,48,50,27,33,21,23,37,38
15633626112262,15,63362,6112262,2017-18,69,69,49,51,48,50,46,48,32,34,37,38
17640226057434,17,64022,6057434,2017-18,5,0,22,27,48,50,0,0,8,12,37,38
10621660108118,10,62166,0108118,2017-18,48,50,34,37,48,50,39,42,24,27,37,38
10101080111682,10,10108,0111682,2017-18,82,80,18,22,48,50,68,71,12,15,37,38
36738906104681,36,73890,6104681,2017-18,45,62,48,53,48,50,36,46,39,39,37,38
19647330106351,19,64733,0106351,2017-18,45,51,40,43,48,50,29,32,30,32,37,38
39685856042170,39,68585,6042170,2017-18,33,41,43,44,48,50,28,30,33,33,37,38
30665223035581,30,66522,3035581,2017-18,78,75,57,60,48,50,56,63,46,51,37,38
37683380109157,37,68338,0109157,2017-18,69,61,53,55,48,50,59,52,43,45,37,38
07618046097158,07,61804,6097158,2017-18,76,77,81,82,48,50,72,72,77,77,37,38
19647330122184,19,64733,0122184,2017-18,27,38,40,43,48,50,25,34,30,32,37,38
19647330127787,19,64733,0127787,2017-18,47,57,40,43,48,50,13,18,30,32,37,38
26736682635001,26,73668,2635001,2017-18,--,--,52,46,48,50,--,--,28,27,37,38
36750440119115,36,75044,0119115,2017-18,51,38,33,34,48,50,31,33,21,22,37,38
48705656103154,48,70565,6103154,2017-18,48,48,56,57,48,50,35,39,41,42,37,38
30736506089445,30,73650,6089445,2017-18,67,67,77,77,48,50,58,61,74,74,37,38
48705244831004,48,70524,4831004,2017-18,73,63,57,53,48,50,52,46,53,52,37,38
41690396044986,41,69039,6044986,2017-18,30,33,60,62,48,50,26,23,55,55,37,38
09619030110155,09,61903,0110155,2017-18,76,70,47,43,48,50,64,57,34,35,37,38
19645016013262,19,64501,6013262,2017-18,49,62,45,51,48,50,42,45,32,38,37,38
15633626009930,15,63362,6009930,2017-18,36,42,49,51,48,50,16,15,32,34,37,38
19734606096358,19,73460,6096358,2017-18,79,80,75,76,48,50,74,77,73,74,37,38
43694274330726,43,69427,4330726,2017-18,16,21,63,59,48,50,4,2,39,38,37,38
